,,,,,,,,,,,,,,,index,trial_id,registry,registration_date,start_date,retrospective_registration,sponsor,recruitment_status,phase,study_type,countries,title,acronym,study_category,intervention,intervention_list,enrollment,primary_completion_date,full_completion_date,registy_url,results_type,results_published_date,results_url,last_updated,cross_registration
5750,PACTR202010537777617,PACTR,13.09.2020,1.11.2020,FALSE,EMSKE,Phytochem,Not,Recruiting,Phase,2,Interventional,Kenya,FLAVOCOV,Distributed,Clinical,Trial.,COVID-19,,Drug,Diosmin,+,hesperidin,Diosmin,,,,,,,,,,,,,,,
5752,PACTR202010729372570,PACTR,25.09.2020,5.10.2020,FALSE,Government,of,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancillary,Study,of,the,ANTICOV,Study:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,RBR-8969zg,REBEC,13.04.2020,14.04.2020,FALSE,University,de,São,Paulo,Not,Recruiting,Not,Applicable,Interventional,Brazil,Treatment,of,2019-nCoV,Pneumonia,with,N-acetylcysteine,,Drug,N-acetylcysteine,N-acetylcysteine,200,Not,Available,14.10.2020,http://www.ensaiosclinicos.gov.br/rg/RBR-8969zg/,No,Results,No,Results,No,Results,4.11.2020,None,
5761,RBR-658khm,REBEC,22.04.2020,1.04.2020,TRUE,Centro,Medico,Mazzei,Recruiting,Not,Applicable,Interventional,Brazil,Telemedicine,in,the,Covid-19,pandemic,in,Brazil,,,,,,,,,,,,,,,,,,,
5763,RBR-3k4wxb,REBEC,5.05.2020,1.05.2020,TRUE,Hospital,Santo,António,Not,Recruiting,Phase,2,Interventional,Brazil,Evaluation,of,the,use,of,Hydroxychlorochine,in,Chinese,flu,,Drug,Hydroxychloroquine,+,Azithromycin,Hydroxychloroquine,,,,,,,,,,
5789,RBR-35734p,REBEC,5.08.2020,5.08.2020,FALSE,Angitec,Recruiting,Phase,1/Phase,2,Interventional,Brazil,Treatment,of,severe,COVID-19,with,angiotensin-(1-7),,Drug,Angiotensin,Angiotensin,130,Not,Available,30.10.2020,http://www.ensaiosclinicos.gov.br/rg/RBR-35734p/,No,Results,No,Results,No,Results,4.11.2020,None,,,,
"""",during,COVID-19,pandemic,in,"Brazil""""""",,Other,(psych),Psychological,Psychological,44,Not,Available,30.09.2020,http://www.ensaiosclinicos.gov.br/rg/RBR-2w7ghc/,No,Results,No,Results,No,Results,4.11.2020,None,,,,,,,,,,,,,,,,
5821,RBR-4kjqtg,REBEC,5.08.2020,5.08.2020,FALSE,Universidade,Federal,de,Goias,Recruiting,Phase,2,Interventional,Brazil,Testing,of,BCG,vaccine,against,COVID-19,,ATMP,Vaccine,Vaccine,400,Not,Available,31.12.2020,http://www.ensaiosclinicos.gov.br/rg/RBR-4kjqtg/,No,Results,No,Results,No,Results,4.11.2020,None,,
5825,RPCEC00000307,RPCEC,14.04.2020,10.04.2020,TRUE,Center,for,Genetic,Engineering,and,Biotechnology,(CIGB),,Havana,Recruiting,Phase,2,Interventional,Cuba,ESPERANZA,study,,Drug,Interferon,alpha,Interferon,alpha,120,Not,Available,30.07.2020,https://rpcec.sld.cu/en/trials/RPCEC00000307-En,Pre-Print,Article,1.08.2020,https://doi.org/10.1101/2020.07.29.20164251,3.11.2020,None,
5827,RPCEC00000309,RPCEC,5.05.2020,20.05.2020,FALSE,Colima,State,Health,Service,Recruiting,Phase,1/Phase,2,Interventional,Mexico,Therapy,for,COVID-19-Phase,I-II,,Drug,Homeostec,+,Paracetamol,Homeostec,,,,,,,,,,,,,,
5830,RPCEC00000312,RPCEC,13.05.2020,29.04.2020,TRUE,Cuban,Ministry,of,Public,Health,Recruiting,Not,Applicable,Observational,Cuba,PrevengHo-Vir,Homeoprohylaxis,COVID-2019,,Other,Homeopathy,Homeopathy,180,Not,Available,31.12.2020,https://rpcec.sld.cu/en/trials/RPCEC00000312-En,No,Results,No,Results,No,Results,3.11.2020,None,,,,
5831,RPCEC00000313,RPCEC,14.05.2020,31.03.2020,TRUE,Center,for,Genetic,Engineering,and,Biotechnology,(CIGB),,Havana,Not,Recruiting,Not,Applicable,Interventional,Cuba,CIGB-258,at,COVID-19,,Drug,CIGB-258,CIGB-258,16,Not,Available,30.04.2020,https://rpcec.sld.cu/en/trials/RPCEC00000313-En,Pre-Print,Article,2.06.2020,https://doi.org/10.1101/2020.05.27.20110601,3.11.2020,None,
5832,RPCEC00000314,RPCEC,22.05.2020,24.04.2020,TRUE,Finlay,Vaccine,Institute,(IFV),Recruiting,Not,Applicable,Interventional,Cuba,VA-MENGOC-BC,to,stimulate,the,innate,response,against,SARS-CoV-2,,ATMP,Vaccine,Vaccine,115000,Not,Available,30.06.2020,https://rpcec.sld.cu/en/trials/RPCEC00000314-En,No,Results,No,Results,No,Results,3.11.2020,None
5843,RPCEC00000332,RPCEC,13.08.2020,24.08.2020,FALSE,Finlay,Vaccine,Institute,(IFV),Recruiting,Phase,1/Phase,2,Interventional,Cuba,SOBERANA,01,,ATMP,Vaccine,Vaccine,676,Not,Available,11.01.2021,https://rpcec.sld.cu/en/trials/RPCEC00000332-En,No,Results,No,Results,No,Results,3.11.2020,None,,,,,
5847,RPCEC00000338,RPCEC,17.10.2020,19.10.2020,FALSE,Finlay,Vaccine,Institute,(IFV),Not,Recruiting,Phase,1,Interventional,Cuba,SOBERANA,01A,,ATMP,Vaccine,Vaccine,60,Not,Available,31.01.2021,https://rpcec.sld.cu/en/trials/RPCEC00000338-En,No,Results,No,Results,No,Results,3.11.2020,None,,,,,
5848,RPCEC00000340,RPCEC,27.10.2020,2.11.2020,FALSE,Finlay,Vaccine,Institute,(IFV),Not,Recruiting,Phase,1,Interventional,Cuba,SOBERANA,02,,ATMP,Vaccine,Vaccine,40,Not,Available,6.01.2021,https://rpcec.sld.cu/en/trials/RPCEC00000340-En,No,Results,No,Results,No,Results,3.11.2020,None,,,,,
5855,TCTR20200820006,TCTR,20.08.2020,20.08.2020,FALSE,Faculty,of,Medicine,Recruiting,Not,Applicable,Observational,Thailand,Response,time,of,motorlance,in,COVID-19,pandemic,,Health,System,No,Intervention,No,Intervention,871,21.10.2020,21.10.2020,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=6682,No,Results,No,Results,No,Results,4.11.2020,None
5857,TCTR20200709002,TCTR,2.07.2020,21.06.2020,TRUE,Mahidol,University,Recruiting,Not,Applicable,Observational,Thailand,Impact,of,the,COVID-19,lockdown,on,dry,eye,,Other,No,Intervention,No,Intervention,144,21.06.2021,21.06.2021,http://www.clinicaltrials.in.th/index.php?tp=regtrials&menu=trialsearch&smenu=fulltext&task=search&task2=view1&id=6466,No,Results,No,Results,No,Results,4.11.2020,None,
5870,PER-013-20,REPEC,25.06.2020,1.06.2020,TRUE,Seguro,Social,de,Salud,Recruiting,Phase,2,Interventional,Peru,CONVALESCENT,PLASMA,AS,TREATMENT,FOR,COVID-19,,ATMP,Plasma,Plasma,192,Not,Available,Not,Available,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=013-20,No,Results,No,Results,No,Results,4.11.2020,None,
"""","""""""""""""""",,ATMP,Plasma,Plasma,100,Not,Available,Not,Available,https://www.ins.gob.pe/ensayosclinicos/rpec/recuperarECPBNuevoEN.asp?numec=060-20,No,Results,No,Results,No,Results,4.11.2020,None,,,,,,,,,,,,,,,,,,,,
5885,NCT04324736,ClinicalTrials.gov,25.03.2020,10.03.2020,TRUE,Nantes,University,Hospital,Not,Recruiting,Not,Applicable,Observational,France,"""""""COVID-19",and,Diabetes,"Outcomes""""""",CORONADO,Clinical,Presentation,No,Intervention,No,Intervention,5309,10.04.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04324736,Journal,Article,29.05.2020,https://doi.org/10.1007/s00125-020-05180-x,9.11.2020,None,,,,
5886,NCT04328961,ClinicalTrials.gov,23.03.2020,31.03.2020,FALSE,University,of,Washington,Not,Recruiting,Phase,2/Phase,3,Interventional,United,States,Hydroxychloroquine,for,COVID-19,Post-exposure,Prophylaxis,(PEP),,Drug,(Chemoprophylaxis),Hydroxychloroquine,vs.,Vitamin,C,Hydroxychloroquine,,,,,,,,,
5890,NCT04332107,ClinicalTrials.gov,30.03.2020,22.05.2020,FALSE,Thomas,M.,Lietman,Recruiting,Phase,3,Interventional,United,States,Azithromycin,for,COVID-19,Treatment,in,Outpatients,Nationwide,ACTION,Drug,Azithromycin,Azithromycin,2271,30.09.2021,30.12.2021,https://clinicaltrials.gov/show/NCT04332107,No,Results,No,Results,No,Results,9.11.2020,None,,
5903,NCT04348422,ClinicalTrials.gov,13.04.2020,1.05.2020,FALSE,Assaf-Harofeh,Medical,Center,Recruiting,Not,Applicable,Observational,Israel,Evaluating,the,Immune,Response,for,COVID-19,COVIDIMMUNE,Clinical,Presentation,No,Intervention,No,Intervention,1000,1.12.2020,31.12.2020,https://clinicaltrials.gov/show/NCT04348422,No,Results,No,Results,No,Results,9.11.2020,None,
5907,NCT04351516,ClinicalTrials.gov,15.04.2020,21.04.2020,TRUE,University,Hospital,,Tübingen,Not,Recruiting,Phase,2/Phase,3,Interventional,Germany,Test,and,Treat,COVID,65plus+,COVID65plus,Drug,Hydroxychloroquine,Hydroxychloroquine,350,31.12.2020,1.05.2021,https://clinicaltrials.gov/show/NCT04351516,No,Results,No,Results,No,Results,9.11.2020,EUCTR2020-001482-37,,
5913,NCT04358926,ClinicalTrials.gov,21.04.2020,30.04.2020,FALSE,Assaf-Harofeh,Medical,Center,Not,Recruiting,Not,Applicable,Interventional,Israel,Hyperbaric,Oxygen,Therapy,Effect,in,COVID-19,RCT,(HBOTCOVID19),HBOTCOVID19,Drug,Oxygen,Oxygen,30,15.10.2020,1.11.2020,https://clinicaltrials.gov/show/NCT04358926,No,Results,No,Results,No,Results,9.11.2020,None,
5919,NCT04361214,ClinicalTrials.gov,22.04.2020,5.05.2020,FALSE,University,of,Chicago,Recruiting,Phase,1,Interventional,United,States,Leflunomide,in,Mild,COVID-19,Patients,,Drug,Leflunomide,Leflunomide,20,21.02.2020,21.02.2020,https://clinicaltrials.gov/show/NCT04361214,No,Results,No,Results,No,Results,9.11.2020,None,,,,
5924,NCT04364009,ClinicalTrials.gov,17.04.2020,27.04.2020,TRUE,CHU,de,Tours,Not,Recruiting,Phase,3,Interventional,France,Anakinra,for,COVID-19,Respiratory,Symptoms,ANACONDA,Drug,Anakinra,Anakinra,71,20.10.2020,3.11.2020,https://clinicaltrials.gov/show/NCT04364009,No,Results,No,Results,No,Results,9.11.2020,EUCTR2020-001734-36,,,,
5932,NCT04372693,ClinicalTrials.gov,27.04.2020,1.09.2020,FALSE,Cairo,University,Recruiting,Not,Applicable,Interventional,Egypt,Unplanned,Shifting,to,Online,Distance,Learning:,Nursing,Students',Perception,and,Achievement,(COVID-19),Other,Other,Other,180,30.01.2021,28.02.2021,https://clinicaltrials.gov/show/NCT04372693,No,Results,No,Results,No,Results,9.11.2020,None
5935,NCT04373889,ClinicalTrials.gov,13.04.2020,22.04.2020,FALSE,Sciensano,Not,Recruiting,Not,Applicable,Observational,Belgium,COVID-19,Among,Healthcare,Workers,in,Belgian,Hospitals,COVHECBEHO,Clinical,Presentation,(Epidemiology),No,Intervention,No,Intervention,850,30.04.2021,30.04.2021,https://clinicaltrials.gov/show/NCT04373889,No,Results,No,Results,No,Results,9.11.2020,None
5938,NCT04375202,ClinicalTrials.gov,29.04.2020,18.04.2020,FALSE,University,of,Perugia,Recruiting,Phase,2,Interventional,Italy,Colchicine,in,COVID-19:,a,Pilot,Study,COLVID-19,Drug,Colchicine,Colchicine,308,30.06.2021,31.10.2021,https://clinicaltrials.gov/show/NCT04375202,No,Results,No,Results,No,Results,9.11.2020,EUCTR2020-001475-33,,,,
5952,NCT04388826,ClinicalTrials.gov,13.05.2020,18.06.2020,FALSE,Veru,Inc.,Recruiting,Phase,2,Interventional,United,States,COVID-19,Treatment,of,Severe,Acute,Respiratory,Syndrome,With,Veru-111,,Drug,Veru-111,Veru-111,40,30.11.2020,18.12.2020,https://clinicaltrials.gov/show/NCT04388826,No,Results,No,Results,No,Results,9.11.2020,None,
5956,NCT04392141,ClinicalTrials.gov,15.05.2020,1.04.2020,TRUE,Kermanshah,University,of,Medical,Sciences,Recruiting,Phase,1/Phase,2,Interventional,Iran,Colchicine,Plus,Phenolic,Monoterpenes,to,Treat,COVID-19,,Drug,Colchicine,+,Phenolic,Monoterpenes,Colchicine,,,,,,,,,
5977,NCT04411680,ClinicalTrials.gov,29.05.2020,18.08.2020,FALSE,Partner,Therapeutics,,Inc.,Recruiting,Phase,2,Interventional,United,States,Study,of,Sargramostim,in,Patients,With,COVID-19,iLeukPulm,Drug,Sargramostim,Sargramostim,60,20.11.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04411680,No,Results,No,Results,No,Results,9.11.2020,None,
5978,NCT04412343,ClinicalTrials.gov,29.05.2020,23.05.2020,TRUE,University,of,British,Columbia,Not,Recruiting,Not,Applicable,Interventional,Canada,The,Seniors,COvid-19,Pandemic,and,Exercise,Study,SCOPE,Other,(exercise),Exercise,Exercise,241,5.10.2020,5.10.2020,https://clinicaltrials.gov/show/NCT04412343,No,Results,No,Results,No,Results,9.11.2020,None
5996,NCT04447131,ClinicalTrials.gov,17.06.2020,29.04.2020,TRUE,University,of,São,Paulo,Recruiting,Not,Applicable,Observational,Brazil,Effect,of,COVID-19,on,Platelet,Aggregation,,Clinical,Presentation,No,Intervention,No,Intervention,200,30.06.2021,30.07.2021,https://clinicaltrials.gov/show/NCT04447131,No,Results,No,Results,No,Results,9.11.2020,None
6002,NCT04455308,ClinicalTrials.gov,30.06.2020,21.07.2020,FALSE,Rennes,University,Hospital,Not,Recruiting,Not,Applicable,Interventional,France,COVID-19,and,Chilblains,ECCES,Clinical,Presentation,No,Intervention,No,Intervention,269,19.10.2020,19.10.2020,https://clinicaltrials.gov/show/NCT04455308,No,Results,No,Results,No,Results,9.11.2020,None,,,
6004,NCT04462783,ClinicalTrials.gov,7.07.2020,1.12.2020,FALSE,University,of,Michigan,Not,Recruiting,Not,Applicable,Interventional,No,Country,Given,Emergency,Department,(ED),Self-Monitoring,Pilot,COVID-19,,Other,Other,Other,200,21.04.2020,21.04.2020,https://clinicaltrials.gov/show/NCT04462783,No,Results,No,Results,No,Results,9.11.2020,None,
6017,NCT04482634,ClinicalTrials.gov,21.07.2020,1.09.2020,FALSE,Koç,University,Recruiting,Not,Applicable,Interventional,Turkey,Tele-rehabilitation,Versus,Home,Exercise,Program,in,COVID-19,,Telehealth,Physio,&,Rehabilitation,Physio,&,Rehabilitation,122,22.08.2020,22.08.2020,https://clinicaltrials.gov/show/NCT04482634,No,Results,No,Results,No,Results,9.11.2020,None
6022,NCT04489446,ClinicalTrials.gov,25.07.2020,19.08.2020,FALSE,Andrés,Bello,National,University,Recruiting,Phase,1/Phase,2,Interventional,Chile,Sildenafil,in,COVID-19,,Drug,Sildenafil,Sildenafil,40,20.12.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04489446,No,Results,No,Results,No,Results,9.11.2020,None,,,,,
6030,NCT04498273,ClinicalTrials.gov,3.08.2020,7.09.2020,FALSE,Frank,C,Sciurba,Recruiting,Phase,3,Interventional,United,States,COVID-19,Positive,Outpatient,Thrombosis,Prevention,in,Adults,Aged,40-80,,Drug,Apixaban,Apixaban,7000,21.09.2020,21.09.2020,https://clinicaltrials.gov/show/NCT04498273,No,Results,No,Results,No,Results,9.11.2020,None
6038,NCT04506268,ClinicalTrials.gov,7.08.2020,9.09.2020,FALSE,University,of,Pennsylvania,Not,Recruiting,Not,Applicable,Interventional,United,States,COVID-19,SAFE,Enrollment,COVID,SAFE,Clinical,Presentation,(Epidemiology),No,Intervention,No,Intervention,1200,13.10.2020,20.11.2020,https://clinicaltrials.gov/show/NCT04506268,No,Results,No,Results,No,Results,9.11.2020,None
6039,NCT04507893,ClinicalTrials.gov,5.08.2020,15.03.2020,TRUE,University,of,Palermo,Recruiting,Not,Applicable,Observational,Italy,Comparison,Between,Positive,and,Negative,COVID-19,Pneumonia,,Clinical,Presentation,No,Intervention,No,Intervention,80,30.09.2020,1.12.2020,https://clinicaltrials.gov/show/NCT04507893,No,Results,No,Results,No,Results,9.11.2020,None
6040,NCT04509999,ClinicalTrials.gov,7.08.2020,26.10.2020,FALSE,University,of,Florida,Recruiting,Phase,3,Interventional,United,States,Bicalutamide,to,Block,TMPRSS2,in,Males,With,COVID-19,Infection,,Drug,Bicalutamide,Bicalutamide,100,22.09.2020,22.09.2020,https://clinicaltrials.gov/show/NCT04509999,No,Results,No,Results,No,Results,9.11.2020,None
6043,NCT04510493,ClinicalTrials.gov,11.08.2020,23.10.2020,FALSE,University,Hospital,,Basel,Recruiting,Phase,3,Interventional,Switzerland,Canakinumab,in,Patients,With,COVID-19,and,Type,2,Diabetes,CanCovDia,Drug,Canakinumab,Canakinumab,116,23.09.2020,23.09.2020,https://clinicaltrials.gov/show/NCT04510493,No,Results,No,Results,No,Results,9.11.2020,None
6045,NCT04511819,ClinicalTrials.gov,8.08.2020,28.08.2020,FALSE,Fulcrum,Therapeutics,Recruiting,Phase,3,Interventional,Brazil,,United,States,,Mexico,Losmapimod,Safety,and,Efficacy,in,COVID-19,LOSVID,Drug,Losmapimod,Losmapimod,410,20.11.2020,20.11.2020,https://clinicaltrials.gov/show/NCT04511819,No,Results,No,Results,No,Results,9.11.2020,None
6055,NCT04534725,ClinicalTrials.gov,30.08.2020,1.11.2020,FALSE,Peter,MacCallum,Cancer,Centre,Not,Recruiting,Phase,3,Interventional,No,Country,Given,COVID-19,Prevention,and,Treatment,in,Cancer,,,,,,,,,,,,,,,,
6058,NCT04539275,ClinicalTrials.gov,27.08.2020,16.11.2020,FALSE,VA,Office,of,Research,and,Development,Not,Recruiting,Phase,3,Interventional,United,States,COVID-19,(VA,CURES-1),VA,CURES-1,ATMP,Plasma,Plasma,702,20.06.2022,18.07.2022,https://clinicaltrials.gov/show/NCT04539275,No,Results,No,Results,No,Results,9.11.2020,None,
6059,NCT04539821,ClinicalTrials.gov,3.09.2020,1.10.2020,FALSE,VA,Office,of,Research,and,Development,Recruiting,Not,Applicable,Interventional,United,States,Virtual,Pain,Care,Management,(COVID-19),VCPM,Telehealth,Telehealth,Telehealth,60,31.03.2021,30.06.2021,https://clinicaltrials.gov/show/NCT04539821,No,Results,No,Results,No,Results,9.11.2020,None,
6061,NCT04542408,ClinicalTrials.gov,6.09.2020,6.11.2020,FALSE,University,Hospital,,Hamburg-Eppendorf,Not,Recruiting,Phase,3,Interventional,Germany,Hamburg,Edoxaban,for,Anticoagulation,in,COVID-19,Study,HERO-19,Drug,Edoxaban,or,Heparin,Edoxaban,,,,,,,,,,,
6066,NCT04554433,ClinicalTrials.gov,17.09.2020,1.12.2020,FALSE,Mansoura,University,Not,Recruiting,Phase,3,Interventional,No,Country,Given,New,Treatment,for,COVID-19,Using,Ethanol,Vapor,Inhalation,.,,Drug,Ethanol,+,Aspirin,Ethanol,,,,,,,,,
6068,NCT04559009,ClinicalTrials.gov,21.09.2020,15.10.2020,FALSE,Atrium,Health,Recruiting,Not,Applicable,Observational,United,States,COVID-19,Amyotrophic,Lateral,Sclerosis,(ALS),Registry,,Clinical,Presentation,No,Intervention,No,Intervention,100,31.12.2023,30.04.2024,https://clinicaltrials.gov/show/NCT04559009,No,Results,No,Results,No,Results,9.11.2020,None,
6076,NCT04568876,ClinicalTrials.gov,24.09.2020,23.10.2020,FALSE,Epitech,Group,SpA,Recruiting,Phase,4,Interventional,Italy,Micronized,and,Ultramicronized,Palmitoylethanolamide,in,COVID-19,Patients,,Drug,Palmitoylethanolamide,Palmitoylethanolamide,40,21.11.2020,21.11.2020,https://clinicaltrials.gov/show/NCT04568876,No,Results,No,Results,No,Results,9.11.2020,None,,,
6084,NCT04576728,ClinicalTrials.gov,24.09.2020,6.10.2020,FALSE,Biotest,Recruiting,Phase,2,Interventional,Spain,Efficacy,and,Safety,of,Trimodulin,in,Subjects,With,Severe,COVID-19,ESsCOVID,Drug,Trimodulin,Trimodulin,164,21.03.2020,21.03.2020,https://clinicaltrials.gov/show/NCT04576728,No,Results,No,Results,No,Results,9.11.2020,None,,
6088,NCT04579458,ClinicalTrials.gov,6.10.2020,16.11.2020,FALSE,Vanderbilt,University,Recruiting,Not,Applicable,Observational,United,States,Assessment,of,COVID-19,in,Tearfilm,,Clinical,Presentation,No,Intervention,No,Intervention,500,9.05.2021,9.05.2021,https://clinicaltrials.gov/show/NCT04579458,No,Results,No,Results,No,Results,9.11.2020,None,,
6091,NCT04581863,ClinicalTrials.gov,7.10.2020,21.10.2020,FALSE,University,of,Pennsylvania,Not,Recruiting,Not,Applicable,Interventional,No,Country,Given,COVID-19,Watch,+,COVID-19,Pulse,,Other,(device),Biosensors,Biosensors,850,21.02.2021,31.10.2021,https://clinicaltrials.gov/show/NCT04581863,No,Results,No,Results,No,Results,9.11.2020,None,
6103,NCT04594278,ClinicalTrials.gov,18.10.2020,1.11.2020,FALSE,University,Health,Network,,Toronto,Not,Recruiting,Not,Applicable,Interventional,No,Country,Given,COVID-19,Burnout,Study,,Other,(psych),Psychological,Psychological,100,1.04.2021,1.07.2021,https://clinicaltrials.gov/show/NCT04594278,No,Results,No,Results,No,Results,9.11.2020,None,
6112,NCT04598581,ClinicalTrials.gov,20.10.2020,2.11.2020,FALSE,University,Hospital,,Basel,Recruiting,Not,Applicable,Interventional,Switzerland,Low,Dose,Radiation,Therapy,for,Severe-Acute-Respiratory-Syndrome-Coronavirus-2,(SARS-CoV-2),,COVID-19,COVID-RT-01,Other,Radiation,Radiation,22,21.10.2020,21.11.2020,https://clinicaltrials.gov/show/NCT04598581,No,Results,No,Results,No,Results,9.11.2020,None
6117,NCT04603677,ClinicalTrials.gov,25.10.2020,8.07.2020,TRUE,Colorado,State,University,Recruiting,Not,Applicable,Observational,United,States,Northern,Colorado,COVID-19,Biobank,NoCo-CoBio,Clinical,Presentation,No,Intervention,No,Intervention,200,30.07.2022,30.07.2022,https://clinicaltrials.gov/show/NCT04603677,No,Results,No,Results,No,Results,9.11.2020,None,,
6121,NCT04603924,ClinicalTrials.gov,20.10.2020,7.10.2020,TRUE,ANA,Therapeutics,Recruiting,Phase,2/Phase,3,Interventional,United,States,Study,of,Niclosamide,in,Moderate,Hospitalized,Coronavirus-19,(COVID-19),Patients,,Drug,Niclosamide,Niclosamide,436,21.06.2020,22.06.2020,https://clinicaltrials.gov/show/NCT04603924,No,Results,No,Results,No,Results,9.11.2020,None
6128,NCT04604327,ClinicalTrials.gov,23.10.2020,26.10.2020,FALSE,Clínica,Universidad,de,Navarra,Recruiting,Phase,3,Interventional,Spain,Comparison,of,Two,Different,Doses,of,Bemiparin,in,COVID-19,BEMICOP,Drug,Bemiparin,Bemiparin,164,31.05.2021,31.07.2021,https://clinicaltrials.gov/show/NCT04604327,No,Results,No,Results,No,Results,9.11.2020,None
6133,NCT04605588,ClinicalTrials.gov,26.10.2020,1.11.2020,FALSE,Rutgers,University,Recruiting,Phase,2,Interventional,United,States,A,Triple,Combination,Antiviral,Coronavirus,Therapy,(TriACT),for,COVID-19,TriACT,Drug,Nitazoxanide,+,Ribavirin,+,Hydroxychloroquine,itazoxanide,,,,,,,,,
6140,NCT04606069,ClinicalTrials.gov,26.10.2020,1.11.2020,FALSE,University,of,Maryland,,Baltimore,Not,Recruiting,Phase,1/Phase,2,Interventional,United,States,Treat,COVID-19,Patients,With,Regadenoson,,Drug,Regadenoson,Regadenoson,40,30.11.2021,31.01.2022,https://clinicaltrials.gov/show/NCT04606069,No,Results,No,Results,No,Results,9.11.2020,None
6144,NCT04606732,ClinicalTrials.gov,27.10.2020,20.09.2020,TRUE,University,of,Bologna,Recruiting,Not,Applicable,Observational,Italy,CardioVascular,Disease,Progression,and,Prognosis,in,COVID-19,CVP-Covid19,Clinical,Presentation,No,Intervention,No,Intervention,2000,31.12.2020,31.12.2021,https://clinicaltrials.gov/show/NCT04606732,No,Results,No,Results,No,Results,9.11.2020,None
6149,NCT04608097,ClinicalTrials.gov,28.10.2020,28.10.2020,FALSE,Uppsala,University,Recruiting,Not,Applicable,Interventional,Sweden,Understanding,Reactions,to,Emotional,Material,in,the,Media,During,COVID-19,,Other,Other,Other,66,15.01.2021,15.01.2021,https://clinicaltrials.gov/show/NCT04608097,No,Results,No,Results,No,Results,9.11.2020,None,
